word,series_frequency,english_frequency,filter_reason,vocabulary_level
kill,11,31335290,Oxford 3000,A2
stop,10,86868060,Oxford 3000,A1
alway,6,127836367,Oxford 3000,N/A
inside,6,74360351,Oxford 3000,A1
worth,6,48099042,Oxford 3000,N/A
fighting,6,20036994,Oxford 3000,B2
tell,5,125088220,Oxford 3000,A1
morning,5,55268727,Oxford 3000,A1
okay,5,15466771,Easy word (easy_words.csv),N/A
voice,5,75729708,Oxford 3000,B1
phase,4,40722940,Oxford 3000,B2
dad,4,16837773,Easy word (easy_words.csv),A1
happen,4,47239250,Oxford 3000,A2
born,4,52510893,Oxford 3000,N/A
doing,4,81188350,"High English frequency (81,188,350 > 20,000,000)",N/A
something,4,132220281,Oxford 3000,A1
everyone,4,64547036,Oxford 3000,A2
repeat,4,18327134,Oxford 3000,A2
floor,4,61623497,Oxford 3000,A1
death,4,94459595,Oxford 3000,B1
corn,4,10905901,Vocabulary level below C (B1),B1
heard,4,45436523,"High English frequency (45,436,523 > 20,000,000)",N/A
cabin,4,11261849,Vocabulary level below C (B1),B1
trying,3,57462639,"High English frequency (57,462,639 > 20,000,000)",N/A
wife,3,47510357,Oxford 3000,A1
experiment,3,28471974,Oxford 3000,B1
whole,3,85317360,Oxford 3000,A2
hear,3,49163786,"High English frequency (49,163,786 > 20,000,000)",A1
win,3,79848750,Oxford 3000,A2
son,3,71254769,Oxford 3000,A1
dead,3,48412882,Oxford 3000,A2
build,3,83635409,Oxford 3000,A2
alive,3,16064787,Easy word (easy_words.csv),B1
till,3,16477131,Oxford 3000,A2
wanted,3,63301836,"High English frequency (63,301,836 > 20,000,000)",N/A
future,3,129316946,Oxford 3000,B1
turn,3,97589879,Oxford 3000,A2
saw,3,50570151,"High English frequency (50,570,151 > 20,000,000)",N/A
ago,3,98839705,Oxford 3000,A2
surface,3,58632563,Oxford 3000,B2
fight,3,34268222,Oxford 3000,B1
reporting,2,37995481,"High English frequency (37,995,481 > 20,000,000)",N/A
duty,2,49442017,Oxford 3000,B1
sir,2,20704773,Oxford 3000,B1
bad,2,95146098,Oxford 3000,A1
ever,2,100646034,Oxford 3000,A2
father,2,54388623,Oxford 3000,A1
believe,2,75918053,Oxford 3000,A2
together,2,94482864,Oxford 3000,A1
palace,2,15634703,Oxford 3000,B1
worthy,2,6960825,Easy word (easy_words.csv),C1
cause,2,65904680,Oxford 3000,B2
shut,2,12663576,Oxford 3000,A2
snow,2,35709742,Oxford 3000,A1
along,2,83587774,Oxford 3000,A2
anything,2,75999346,Oxford 3000,A1
wrong,2,49934294,Oxford 3000,A1
sun,2,122864560,Oxford 3000,A1
maybe,2,51946944,Oxford 3000,A2
yourself,2,53653034,Oxford 3000,A2
guess,2,29330172,Oxford 3000,A2
step,2,124401569,Oxford 3000,B1
ahead,2,28375319,Oxford 3000,B1
protect,2,42331974,Oxford 3000,B1
machine,2,107452209,Oxford 3000,A2
cap,2,38194301,Oxford 3000,A2
five,2,104165769,Oxford 3000,A1
hundred,2,39367996,Oxford 3000,A2
kid,2,118614823,Oxford 3000,A2
living,2,107270041,Oxford 3000,B2
alright,2,3632981,Vocabulary level below C (A1),A1
came,2,73311488,"High English frequency (73,311,488 > 20,000,000)",N/A
robot,2,17930837,Oxford 3000,B1
personality,2,14854899,Oxford 3000,B2
kind,2,104902454,Oxford 3000,A1
thinking,2,41347669,Oxford 3000,N/A
idea,2,65459222,Oxford 3000,A2
far,2,93277601,Oxford 3000,A2
thought,2,119724175,Oxford 3000,B1
soon,2,77038135,Oxford 3000,A2
boy,2,112181153,Oxford 3000,A1
miss,2,42906521,Oxford 3000,A1
tried,2,34201786,"High English frequency (34,201,786 > 20,000,000)",N/A
admit,2,11680592,Oxford 3000,B1
valley,2,63740387,Oxford 3000,B1
carpet,2,15078024,Oxford 3000,A2
whisper,2,3317334,Oxford 3000,B2
river,2,90083055,Oxford 3000,A1
door,2,76868330,Oxford 3000,A1
plant,2,89185432,Oxford 3000,A1
folk,2,29157024,Easy word (easy_words.csv),B1
face,2,97858832,Oxford 3000,A1
thunder,2,6753368,Vocabulary level below C (B1),B1
passed,2,33242084,"High English frequency (33,242,084 > 20,000,000)",N/A
seemed,2,20472519,"High English frequency (20,472,519 > 20,000,000)",N/A
kept,2,27838368,"High English frequency (27,838,368 > 20,000,000)",N/A
saying,2,38415068,Easy word (easy_words.csv),C2
matter,2,96529766,Easy word (easy_words.csv),A2
pick,1,55170145,Oxford 3000,B1
started,1,77515342,"High English frequency (77,515,342 > 20,000,000)",N/A
daughter,1,33796898,Oxford 3000,A1
making,1,124399532,"High English frequency (124,399,532 > 20,000,000)",N/A
noise,1,25171520,Oxford 3000,A1
farm,1,57843397,Oxford 3000,A1
died,1,35803272,"High English frequency (35,803,272 > 20,000,000)",N/A
hurt,1,15892533,Oxford 3000,A2
created,1,82342853,"High English frequency (82,342,853 > 20,000,000)",N/A
idiot,1,6496256,Vocabulary level below C (B2),B2
important,1,136168306,Oxford 3000,A1
forced,1,30835043,"High English frequency (30,835,043 > 20,000,000)",N/A
virus,1,45072576,Oxford 3000,B1
president,1,118735339,Oxford 3000,B1
holy,1,23780151,Oxford 3000,C1
land,1,117024112,Oxford 3000,B1
met,1,45111009,"High English frequency (45,111,009 > 20,000,000)",N/A
might,1,123196001,Oxford 3000,A2
swimming,1,20456063,Oxford 3000,A2
pool,1,60024599,Oxford 3000,A2
outside,1,67458757,Oxford 3000,A1
became,1,37332761,"High English frequency (37,332,761 > 20,000,000)",N/A
target,1,66974497,Oxford 3000,B2
traveler,1,22473585,"High English frequency (22,473,585 > 20,000,000)",N/A
prove,1,16046788,Oxford 3000,B1
shot,1,61225531,Oxford 3000,B2
shoot,1,15221977,Easy word (easy_words.csv),B1
unclear,1,3350414,Vocabulary level below C (B2),B2
fresh,1,38781893,Oxford 3000,A2
scientific,1,42484162,Oxford 3000,B1
energy,1,120637844,Oxford 3000,B1
simultaneously,1,7550101,Vocabulary level below C (B2),B2
damage,1,48993361,Oxford 3000,B1
likely,1,55669441,Oxford 3000,B1
extend,1,23001348,Oxford 3000,B2
planet,1,32970580,Oxford 3000,B1
exercise,1,39699360,Oxford 3000,A2
extreme,1,31590674,Oxford 3000,B2
caution,1,7427921,Easy word (easy_words.csv),C1
anyway,1,26880093,"High English frequency (26,880,093 > 20,000,000)",A2
cut,1,74169573,Oxford 3000,A2
chase,1,10971945,Vocabulary level below C (B2),B2
yet,1,123160529,Oxford 3000,A2
brought,1,39794764,"High English frequency (39,794,764 > 20,000,000)",N/A
leave,1,70957750,Oxford 3000,A1
battery,1,79037753,Oxford 3000,A2
bob,1,43232574,"High English frequency (43,232,574 > 20,000,000)",N/A
absolutely,1,20816571,Oxford 3000,B1
wear,1,32084183,Oxford 3000,A1
eventually,1,17731742,Oxford 3000,B2
stay,1,86241601,Oxford 3000,A1
behind,1,53892722,Oxford 3000,A1
weapon,1,31661829,Oxford 3000,B2
dog,1,105671993,Oxford 3000,A1
singing,1,10349448,Oxford 3000,A2
song,1,115104724,Oxford 3000,A2
moving,1,51765877,"High English frequency (51,765,877 > 20,000,000)",B2
hurry,1,3620126,Vocabulary level below C (A2),A2
everything,1,91495139,Oxford 3000,A2
gain,1,42117764,Oxford 3000,B1
lose,1,24136984,Oxford 3000,A2
rise,1,29535295,Oxford 3000,B1
shine,1,7588771,Oxford 3000,B1
wish,1,84275843,Oxford 3000,B2
arm,1,51156978,Oxford 3000,A1
patch,1,53476505,"High English frequency (53,476,505 > 20,000,000)",C2
miracle,1,8241197,Vocabulary level below C (B2),B2
everybody,1,14705200,Oxford 3000,A2
blame,1,8856611,Oxford 3000,B1
worry,1,16187062,Oxford 3000,A2
fair,1,53602058,Oxford 3000,A2
trial,1,72001855,"High English frequency (72,001,855 > 20,000,000)",B2
either,1,99143011,Oxford 3000,B1
nothing,1,73363579,Oxford 3000,A2
move,1,70113140,Oxford 3000,A2
god,1,120973538,Oxford 3000,A2
getting,1,93506861,"High English frequency (93,506,861 > 20,000,000)",N/A
half,1,87382264,Oxford 3000,A2
mile,1,122191270,Oxford 3000,B1
aspect,1,43728930,Oxford 3000,B2
slot,1,34054888,"High English frequency (34,054,888 > 20,000,000)",C1
wheel,1,44349913,Oxford 3000,A2
belong,1,16045395,Oxford 3000,B2
investor,1,40557764,"High English frequency (40,557,764 > 20,000,000)",B2
someone,1,76553113,Oxford 3000,A2
until,1,113090086,Oxford 3000,A1
fifty,1,8866990,Oxford 3000,A2
goe,1,47478275,"High English frequency (47,478,275 > 20,000,000)",N/A
minute,1,137303658,Oxford 3000,A1
put,1,125910260,Oxford 3000,A2
steep,1,3434651,Oxford 3000,B1
odd,1,25154531,Oxford 3000,B2
count,1,55675339,Oxford 3000,B1
invisible,1,6788776,Vocabulary level below C (B2),B2
enough,1,83592616,Oxford 3000,A2
follow,1,104310863,Oxford 3000,A2
bit,1,102061114,Oxford 3000,A2
himself,1,39757666,Oxford 3000,A2
gold,1,107830975,Oxford 3000,A2
personnel,1,33341291,"High English frequency (33,341,291 > 20,000,000)",C1
ideal,1,28470468,Oxford 3000,B2
scale,1,55469673,Oxford 3000,B2
attribute,1,30139128,"High English frequency (30,139,128 > 20,000,000)",C2
stand,1,65383320,Oxford 3000,A2
ask,1,115265310,Oxford 3000,A1
meaning,1,32485408,Oxford 3000,B1
sweet,1,35276616,Oxford 3000,A1
complicated,1,8423441,Oxford 3000,B1
sweetie,1,1231301,Easy word (easy_words.csv),N/A
eye,1,100663991,Oxford 3000,A1
everywhere,1,11153149,Oxford 3000,A2
delivered,1,29130416,"High English frequency (29,130,416 > 20,000,000)",N/A
possession,1,10989526,Oxford 3000,B2
helped,1,21000656,"High English frequency (21,000,656 > 20,000,000)",N/A
bring,1,74972410,Oxford 3000,A2
forth,1,20149609,"High English frequency (20,149,609 > 20,000,000)",N/A
greatest,1,25547808,"High English frequency (25,547,808 > 20,000,000)",N/A
threat,1,28395916,Oxford 3000,B2
servant,1,8122103,Oxford 3000,B2
skin,1,62160234,Oxford 3000,B1
heck,1,3578865,Easy word (easy_words.csv),N/A
worked,1,38128226,"High English frequency (38,128,226 > 20,000,000)",N/A
four,1,129750688,Oxford 3000,A1
romantic,1,14548081,Oxford 3000,B1
proposed,1,53512775,"High English frequency (53,512,775 > 20,000,000)",B2
truly,1,21693553,Oxford 3000,B2
unbelievable,1,2491299,Vocabulary level below C (B1),B1
resume,1,26309970,"High English frequency (26,309,970 > 20,000,000)",C1
parent,1,107552534,Oxford 3000,A1
warning,1,66975777,Oxford 3000,B1
ear,1,22197043,Oxford 3000,A1
fool,1,10735163,Easy word (easy_words.csv),B1
crazy,1,23174564,Oxford 3000,A2
couple,1,58208821,Oxford 3000,B1
winner,1,36893955,Oxford 3000,A2
wake,1,14996908,Oxford 3000,B1
reality,1,34420271,Oxford 3000,B2
begin,1,68194770,Oxford 3000,A1
wave,1,23713001,Oxford 3000,B1
scar,1,3719303,Vocabulary level below C (B2),B2
neck,1,18121249,Easy word (easy_words.csv),A2
insane,1,4121922,Easy word (easy_words.csv),C1
chamber,1,27712943,"High English frequency (27,712,943 > 20,000,000)",N/A
sub,1,49955820,"High English frequency (49,955,820 > 20,000,000)",N/A
seven,1,44648436,Oxford 3000,A1
los,1,69625090,"High English frequency (69,625,090 > 20,000,000)",N/A
town,1,103816479,Oxford 3000,A1
hold,1,82741121,Oxford 3000,A2
ten,1,50614853,Oxford 3000,A1
hut,1,4148243,Vocabulary level below C (B1),B1
