word,series_frequency,english_frequency,filter_reason,vocabulary_level
detective,13,5353706,Oxford 3000,B1
maybe,10,51946944,Oxford 3000,A2
anything,10,75999346,Oxford 3000,A1
guy,10,82889911,Oxford 3000,A2
investigation,7,33539844,Oxford 3000,B2
ray,7,38339958,"High English frequency (38,339,958 > 20,000,000)",B2
somebody,7,11159741,Easy word (easy_words.csv),A2
happened,5,24951096,"High English frequency (24,951,096 > 20,000,000)",N/A
nothing,5,73363579,Oxford 3000,A2
son,5,71254769,Oxford 3000,A1
leave,4,70957750,Oxford 3000,A1
yourself,4,53653034,Oxford 3000,A2
guess,4,29330172,Oxford 3000,A2
started,4,77515342,"High English frequency (77,515,342 > 20,000,000)",N/A
kept,4,27838368,"High English frequency (27,838,368 > 20,000,000)",N/A
sometime,4,52184367,Oxford 3000,N/A
trying,4,57462639,"High English frequency (57,462,639 > 20,000,000)",N/A
worth,4,48099042,Oxford 3000,N/A
goe,4,47478275,"High English frequency (47,478,275 > 20,000,000)",N/A
chance,4,51442371,Oxford 3000,B1
attorney,4,57137817,"High English frequency (57,137,817 > 20,000,000)",N/A
came,4,73311488,"High English frequency (73,311,488 > 20,000,000)",N/A
stuff,4,82013389,Oxford 3000,B1
nice,4,69395609,Oxford 3000,A1
seeing,4,26322092,"High English frequency (26,322,092 > 20,000,000)",N/A
doing,4,81188350,"High English frequency (81,188,350 > 20,000,000)",N/A
asset,4,48481339,"High English frequency (48,481,339 > 20,000,000)",C1
police,4,64560602,Oxford 3000,A2
told,4,57248600,"High English frequency (57,248,600 > 20,000,000)",N/A
habit,4,10934702,Oxford 3000,B1
fly,4,33412987,Oxford 3000,A1
hear,4,49163786,"High English frequency (49,163,786 > 20,000,000)",A1
knew,3,31636418,"High English frequency (31,636,418 > 20,000,000)",N/A
whatever,3,31901912,Oxford 3000,B1
anyway,3,26880093,"High English frequency (26,880,093 > 20,000,000)",A2
dark,3,50740032,Oxford 3000,A1
acid,3,39661827,"High English frequency (39,661,827 > 20,000,000)",B2
everybody,3,14705200,Oxford 3000,A2
understand,3,65846056,Oxford 3000,A1
vice,3,33215970,Easy word (easy_words.csv),C2
wherever,3,6763200,Oxford 3000,B1
pull,3,22908540,Oxford 3000,A2
late,3,65998289,Oxford 3000,A1
ought,3,7523238,Oxford 3000,N/A
strong,3,61017481,Oxford 3000,A2
saw,3,50570151,"High English frequency (50,570,151 > 20,000,000)",N/A
wait,3,41363575,Oxford 3000,A1
tried,3,34201786,"High English frequency (34,201,786 > 20,000,000)",N/A
took,3,66297175,"High English frequency (66,297,175 > 20,000,000)",N/A
sold,3,42979181,"High English frequency (42,979,181 > 20,000,000)",N/A
recall,3,16380129,Oxford 3000,B2
miss,3,42906521,Oxford 3000,A1
believe,3,75918053,Oxford 3000,A2
enough,3,83592616,Oxford 3000,A2
outside,3,67458757,Oxford 3000,A1
trouble,3,27529484,Oxford 3000,B1
sense,3,52629633,Oxford 3000,B1
tight,3,20005001,Oxford 3000,B1
listen,3,44504101,Oxford 3000,A1
piece,3,70299352,Oxford 3000,A2
mention,3,21084996,Oxford 3000,B1
bunch,3,10977289,Oxford 3000,B1
mountain,3,69961397,Oxford 3000,A2
smell,3,8940822,Oxford 3000,B1
nobody,2,14624173,Easy word (easy_words.csv),A2
keeping,2,25280309,"High English frequency (25,280,309 > 20,000,000)",N/A
six,2,71543101,Oxford 3000,A1
wake,2,14996908,Oxford 3000,B1
ended,2,32588866,"High English frequency (32,588,866 > 20,000,000)",N/A
morning,2,55268727,Oxford 3000,A1
coming,2,70099649,"High English frequency (70,099,649 > 20,000,000)",N/A
felt,2,33507506,"High English frequency (33,507,506 > 20,000,000)",N/A
finger,2,23127249,Oxford 3000,A2
till,2,16477131,Oxford 3000,A2
died,2,35803272,"High English frequency (35,803,272 > 20,000,000)",N/A
burn,2,23062858,Oxford 3000,B1
indicate,2,45950954,Oxford 3000,B2
missing,2,35813046,Oxford 3000,A2
officer,2,77438291,Oxford 3000,B1
detailed,2,52396856,Oxford 3000,B2
grand,2,57003112,Oxford 3000,C1
shake,2,8515660,Oxford 3000,B1
remain,2,56191642,Oxford 3000,B2
bound,2,26377045,"High English frequency (26,377,045 > 20,000,000)",C1
secondary,2,28933527,Oxford 3000,B1
exactly,2,31759653,Oxford 3000,A2
went,2,68130142,"High English frequency (68,130,142 > 20,000,000)",N/A
industrial,2,66271264,Oxford 3000,B2
resident,2,48455482,Oxford 3000,B2
manufacturing,2,40781457,"High English frequency (40,781,457 > 20,000,000)",B2
waste,2,44621034,Oxford 3000,B1
revenue,2,45596929,"High English frequency (45,596,929 > 20,000,000)",C1
blank,2,20059060,Oxford 3000,B1
heavy,2,37779023,Oxford 3000,A2
doc,2,40035156,"High English frequency (40,035,156 > 20,000,000)",N/A
move,2,70113140,Oxford 3000,A2
beat,2,33984529,Easy word (easy_words.csv),B1
serious,2,38316678,Oxford 3000,B1
busy,2,17390783,Easy word (easy_words.csv),A2
brought,2,39794764,"High English frequency (39,794,764 > 20,000,000)",N/A
touch,2,39762539,Oxford 3000,B1
lose,2,24136984,Oxford 3000,A2
mess,2,7335889,Oxford 3000,B1
prison,2,18807326,Oxford 3000,B1
explain,2,36301388,Oxford 3000,A2
appointment,2,23634304,Oxford 3000,A2
gps,2,25572809,"High English frequency (25,572,809 > 20,000,000)",N/A
saying,2,38415068,Easy word (easy_words.csv),C2
holding,2,35015197,"High English frequency (35,015,197 > 20,000,000)",N/A
remaining,2,21111544,"High English frequency (21,111,544 > 20,000,000)",B2
seven,2,44648436,Oxford 3000,A1
murdered,2,2843529,Easy word (easy_words.csv),N/A
ground,2,73622412,Oxford 3000,B1
someone,2,76553113,Oxford 3000,A2
woman,2,71398090,Oxford 3000,A1
quite,2,58809324,Oxford 3000,A2
sir,2,20704773,Oxford 3000,B1
met,2,45111009,"High English frequency (45,111,009 > 20,000,000)",N/A
honor,2,24511949,"High English frequency (24,511,949 > 20,000,000)",N/A
lawyer,2,56212781,Oxford 3000,B1
almost,2,66408838,Oxford 3000,A2
except,2,52230850,Oxford 3000,A2
cash,2,79273690,Oxford 3000,A2
tomorrow,2,21262762,Oxford 3000,A1
weekend,2,45215385,Oxford 3000,A1
anxious,2,2984563,Oxford 3000,B1
probably,2,61626696,Oxford 3000,A2
decent,2,8075752,Oxford 3000,B2
fine,2,75242969,Oxford 3000,A1
entire,2,56327035,Oxford 3000,B2
mother,2,66782465,Oxford 3000,A1
behavior,2,37145825,"High English frequency (37,145,825 > 20,000,000)",N/A
ahead,2,28375319,Oxford 3000,B1
clinic,2,23457652,"High English frequency (23,457,652 > 20,000,000)",B1
willing,2,18418634,Oxford 3000,C2
hope,2,83608473,Oxford 3000,A2
theory,2,59172013,Oxford 3000,B2
secret,2,44597035,Oxford 3000,B1
criminal,2,37169821,Oxford 3000,B1
couple,2,58208821,Oxford 3000,B1
pocket,2,44906676,Oxford 3000,A2
higher,2,82593807,"High English frequency (82,593,807 > 20,000,000)",N/A
fear,2,34286384,Oxford 3000,B1
killed,2,23240536,"High English frequency (23,240,536 > 20,000,000)",N/A
taking,2,70312688,"High English frequency (70,312,688 > 20,000,000)",N/A
hurt,2,15892533,Oxford 3000,A2
cause,2,65904680,Oxford 3000,B2
wrong,2,49934294,Oxford 3000,A1
anymore,2,10494227,Easy word (easy_words.csv),A2
mine,2,34337711,Oxford 3000,A2
headache,2,4218013,Oxford 3000,A2
speak,2,39174652,Oxford 3000,A1
angel,2,39041638,"High English frequency (39,041,638 > 20,000,000)",B1
chief,2,50021210,Oxford 3000,B2
vacation,2,71570046,Oxford 3000,N/A
twice,1,19945569,Oxford 3000,A2
thinking,1,41347669,Oxford 3000,N/A
rich,1,38868722,Oxford 3000,A2
