word,series_frequency,english_frequency,vocabulary_level
sooner,1,5301082,N/A
epic,1,6920554,N/A
counting,1,8122357,N/A
wore,1,3490088,N/A
slob,1,193675,N/A
cargo,1,9748668,C2
tattoos,1,3672724,N/A
nerd,1,2497210,N/A
spotted,1,3982290,N/A
paycheck,1,1606692,N/A
hog,1,3182765,N/A
crunched,1,109208,N/A
margin,1,14529108,C2
magnum,1,2736311,N/A
dom,1,6781955,N/A
patio,1,7627536,N/A
hid,1,2240111,N/A
yelling,1,1395556,N/A
boner,1,383559,N/A
mast,1,2751992,N/A
fragile,1,2852127,C2
vindictive,1,200175,N/A
quarantine,1,1614921,N/A
chimp,1,1210997,N/A
playpen,1,266944,N/A
ripper,1,3606841,N/A
spoiler,1,4353299,N/A
nicer,1,1239249,N/A
sober,1,1721953,C2
kneecapping,1,0,N/A
angling,1,1166195,N/A
pompous,1,315897,N/A
bladder,1,3749824,N/A
jacking,1,1729337,N/A
cinematic,1,1326902,N/A
artistry,1,798720,N/A
technicality,1,425234,N/A
caramel,1,1442230,N/A
storytelling,1,1906358,N/A
brew,1,2752510,N/A
oat,1,2037422,N/A
agave,1,312239,N/A
tad,1,1836920,N/A
stacked,1,1878493,N/A
filmmaker,1,3150820,N/A
continental,1,12890238,C2
poetic,1,2495981,C2
rehearsed,1,266486,N/A
ins,1,10886378,N/A
boogie,1,2157978,N/A
soy,1,4652673,N/A
noticed,1,12773325,N/A
loved,1,19719299,N/A
promis,1,6722690,N/A
petunia,1,297354,N/A
rolled,1,6241330,N/A
raisin,1,1495192,N/A
pathetic,1,1892242,C2
exiled,1,591466,N/A
closer,1,15446664,N/A
resetting,1,612382,N/A
assuming,1,8525795,N/A
dropped,1,12265666,N/A
randall,1,3847652,N/A
dropping,1,5094616,N/A
fritzed,1,0,N/A
headphone,1,9890358,N/A
plugged,1,1910661,N/A
picked,1,12114899,N/A
dried,1,6331606,N/A
fired,1,8031937,N/A
freestyle,1,4245646,N/A
rapping,1,271010,N/A
pal,1,12781647,N/A
trench,1,2751267,N/A
flick,1,3262753,N/A
callback,1,2440039,N/A
gotten,1,7480306,N/A
disrespectful,1,382662,C2
inexcusable,1,184565,N/A
carve,1,952422,C2
schmuck,1,223628,N/A
fell,1,15337043,N/A
cleanup,1,5632737,N/A
promoting,1,12956304,N/A
kissing,1,7939523,N/A
morse,1,2382036,N/A
blocking,1,6008690,N/A
ruining,1,568101,N/A
convertible,1,6136150,N/A
explaining,1,5793125,N/A
paying,1,19621495,N/A
breasted,1,1531413,N/A
buttonhole,1,140932,N/A
telling,1,14181895,N/A
