word,series_frequency,english_frequency,filter_reason,vocabulary_level
okay,72,15466771,Easy word (easy_words.csv),N/A
shot,20,61225531,Oxford 3000,B2
sorry,18,35595812,Oxford 3000,A1
fine,13,75242969,Oxford 3000,A1
studio,12,50913495,Oxford 3000,B1
suit,11,27807112,Oxford 3000,A2
roll,11,39810763,Oxford 3000,B1
idea,10,65459222,Oxford 3000,A2
perfect,10,60242920,Oxford 3000,A2
joint,10,42905102,Easy word (easy_words.csv),B2
stop,9,86868060,Oxford 3000,A1
stupid,8,14144754,Oxford 3000,B1
move,8,70113140,Oxford 3000,A2
guy,8,82889911,Oxford 3000,A2
scene,7,43063991,Oxford 3000,B1
everyone,6,64547036,Oxford 3000,A2
wait,6,41363575,Oxford 3000,A1
cut,6,74169573,Oxford 3000,A2
hearing,6,44863940,Oxford 3000,N/A
doing,6,81188350,"High English frequency (81,188,350 > 20,000,000)",N/A
miss,5,42906521,Oxford 3000,A1
leave,5,70957750,Oxford 3000,A1
cool,5,57131174,Oxford 3000,A2
anything,5,75999346,Oxford 3000,A1
village,5,49333133,Oxford 3000,A1
stay,5,86241601,Oxford 3000,A1
script,4,49886342,Oxford 3000,B2
super,4,66861365,"High English frequency (66,861,365 > 20,000,000)",N/A
coming,4,70099649,"High English frequency (70,099,649 > 20,000,000)",N/A
exactly,4,31759653,Oxford 3000,A2
pretend,4,3590502,Oxford 3000,B2
jet,4,21805589,"High English frequency (21,805,589 > 20,000,000)",B1
worry,4,16187062,Oxford 3000,A2
coffee,4,42858323,Oxford 3000,A1
beginning,4,51574347,Oxford 3000,A2
happy,4,63486618,Oxford 3000,A1
cause,4,65904680,Oxford 3000,B2
totally,4,24276857,Oxford 3000,B1
leaving,4,23878642,"High English frequency (23,878,642 > 20,000,000)",N/A
slow,3,28034239,Oxford 3000,A1
true,3,96287961,Oxford 3000,A2
bring,3,74972410,Oxford 3000,A2
definitely,3,15922257,Oxford 3000,B1
clothe,3,27345816,Oxford 3000,N/A
done,3,102841314,"High English frequency (102,841,314 > 20,000,000)",N/A
hold,3,82741121,Oxford 3000,A2
bad,3,95146098,Oxford 3000,A1
maybe,3,51946944,Oxford 3000,A2
started,3,77515342,"High English frequency (77,515,342 > 20,000,000)",N/A
tried,3,34201786,"High English frequency (34,201,786 > 20,000,000)",N/A
bathroom,3,25819993,Oxford 3000,A1
stone,3,55106393,Oxford 3000,B1
opening,3,41525814,Oxford 3000,B2
actor,3,28432814,Oxford 3000,A2
background,3,59494239,Oxford 3000,B1
fast,3,94085779,Oxford 3000,A1
pant,3,19912941,Oxford 3000,N/A
lif,3,43191570,"High English frequency (43,191,570 > 20,000,000)",N/A
holy,3,23780151,Oxford 3000,C1
camera,3,89324930,Oxford 3000,A1
stand,3,65383320,Oxford 3000,A2
bit,3,102061114,Oxford 3000,A2
heard,3,45436523,"High English frequency (45,436,523 > 20,000,000)",N/A
glad,3,14607042,Oxford 3000,A2
smoking,3,27526627,Oxford 3000,A1
actually,3,69444655,Oxford 3000,A2
fly,3,33412987,Oxford 3000,A1
monitor,3,61904962,Oxford 3000,B2
shut,3,12663576,Oxford 3000,A2
volume,3,83359922,Oxford 3000,B1
talking,3,36617848,"High English frequency (36,617,848 > 20,000,000)",N/A
trying,3,57462639,"High English frequency (57,462,639 > 20,000,000)",N/A
finish,3,34189762,Oxford 3000,A1
happen,3,47239250,Oxford 3000,A2
wanted,3,63301836,"High English frequency (63,301,836 > 20,000,000)",N/A
magic,2,36764626,Oxford 3000,A2
bet,2,19562562,Oxford 3000,C1
suck,2,30261732,"High English frequency (30,261,732 > 20,000,000)",C2
favorite,2,92246870,"High English frequency (92,246,870 > 20,000,000)",N/A
seeing,2,26322092,"High English frequency (26,322,092 > 20,000,000)",N/A
changed,2,45453557,"High English frequency (45,453,557 > 20,000,000)",N/A
dress,2,35921173,Oxford 3000,A1
seen,2,78381896,"High English frequency (78,381,896 > 20,000,000)",N/A
visiting,2,20913930,"High English frequency (20,913,930 > 20,000,000)",N/A
pitch,2,11205300,Oxford 3000,B2
grand,2,57003112,Oxford 3000,C1
hear,2,49163786,"High English frequency (49,163,786 > 20,000,000)",A1
extra,2,59377307,Oxford 3000,A2
helpful,2,46208737,Oxford 3000,B1
lose,2,24136984,Oxford 3000,A2
