word,series_frequency,english_frequency,vocabulary_level
dug,1,1951457,N/A
twine,1,443567,N/A
pal,1,12781647,N/A
beaten,1,4346610,N/A
raped,1,2040735,N/A
recorder,1,19818598,N/A
visitation,1,2503463,N/A
expanded,1,13932764,N/A
paternity,1,1122549,N/A
rudely,1,283006,C1
deputy,1,15219244,C1
filth,1,2077997,N/A
amphetamine,1,1029033,N/A
bragged,1,119241,N/A
matched,1,6956828,N/A
jingle,1,2445280,N/A
marble,1,7817808,N/A
behold,1,2892450,N/A
fake,1,11922383,C1
ramp,1,6021602,N/A
corruption,1,8739154,C1
sweatshop,1,467972,N/A
tweak,1,3010773,N/A
buttoned,1,221584,N/A
codependency,1,68286,N/A
hooker,1,2275623,N/A
legit,1,658762,N/A
broke,1,10460811,N/A
ids,1,5082346,N/A
visas,1,2876354,N/A
clucking,1,39075,N/A
ran,1,16417708,N/A
rumor,1,5977664,N/A
expressive,1,1692880,C2
hilarious,1,3401735,C1
screwing,1,867732,N/A
eraser,1,1439591,N/A
clapping,1,588220,N/A
masturbating,1,7453955,N/A
rumble,1,2105188,N/A
shredder,1,2450056,N/A
municipal,1,16272571,C1
undocumented,1,892661,N/A
policing,1,2527931,N/A
extortionary,1,0,N/A
expecting,1,4908583,N/A
subpoenas,1,627235,N/A
officially,1,7533785,C1
blaring,1,189416,N/A
escort,1,16975528,N/A
soliciting,1,899652,N/A
citation,1,16909259,N/A
mercenary,1,1529313,N/A
violated,1,3786834,N/A
parole,1,3589788,N/A
swerf,1,31990,N/A
flushed,1,885862,N/A
reinstated,1,735718,N/A
sideline,1,1421206,N/A
commander,1,11832701,C2
enjoying,1,6647058,N/A
gent,1,2312529,N/A
landed,1,3730816,N/A
bachelor,1,13639700,N/A
civic,1,10820358,N/A
kidnapping,1,1422407,N/A
spit,1,2391168,C2
shoelace,1,196378,N/A
grunting,1,146936,N/A
disconnected,1,1765840,N/A
maid,1,5500996,N/A
proposition,1,7591293,C1
undeveloped,1,707303,C2
adjacent,1,9869232,C2
anticipating,1,968838,N/A
overage,1,171050,N/A
murmuring,1,182572,N/A
irrefutable,1,189360,N/A
forwarding,1,5220845,N/A
wondered,1,4065715,N/A
goddess,1,5502442,N/A
quo,1,2567723,N/A
labeled,1,5765620,N/A
pornography,1,3806856,N/A
avant,1,2710283,N/A
garde,1,1685346,N/A
outlook,1,19904924,C1
guessing,1,2131003,N/A
disagreed,1,918431,N/A
imposing,1,2401482,N/A
flair,1,1960750,C1
acting,1,18407646,N/A
totem,1,1098738,N/A
departed,1,1816797,N/A
entitlement,1,3644912,N/A
meant,1,17832930,N/A
compel,1,1333694,N/A
engagement,1,13293071,N/A
reflexive,1,539275,N/A
defiance,1,1532737,N/A
stomachache,1,37876,N/A
wearing,1,12401524,N/A
drinking,1,18160233,N/A
begged,1,886076,N/A
lying,1,8260845,N/A
locker,1,5083096,N/A
spank,1,5534116,N/A
cheerleading,1,1451494,N/A
squad,1,9722053,C2
sniffle,1,142667,N/A
dispatch,1,6966884,N/A
chatting,1,2016434,N/A
stink,1,1403162,N/A
drowned,1,1217295,N/A
talked,1,9582713,N/A
happening,1,13986796,N/A
tapped,1,1648690,N/A
bigger,1,13236401,N/A
legitimate,1,6943337,C2
legacy,1,13788890,C2
grandkid,1,215919,N/A
murmur,1,688040,C2
diligence,1,2012672,N/A
shatter,1,732875,N/A
barking,1,1650384,N/A
stolen,1,7341424,N/A
missus,1,204858,N/A
muffled,1,344261,N/A
groaning,1,277600,N/A
headless,1,423522,N/A
lawn,1,11523358,C1
whimpering,1,101664,N/A
gurgling,1,111054,N/A
crying,1,4891725,N/A
squeal,1,313089,N/A
revving,1,145329,N/A
wondering,1,9239585,N/A
deceit,1,834063,N/A
twist,1,8491807,C1
falling,1,12324340,N/A
exhale,1,373375,N/A
hawking,1,1220749,N/A
investigative,1,2805050,N/A
supposed,1,14497557,N/A
savor,1,537102,N/A
tying,1,1898217,N/A
mitigate,1,1975084,N/A
baser,1,62041,N/A
tendency,1,5996629,C1
jerking,1,1802926,N/A
sniffling,1,35736,N/A
fallen,1,7714660,N/A
locked,1,10837051,N/A
panting,1,340695,N/A
snoring,1,944941,N/A
chiming,1,124990,N/A
vibrating,1,1712978,N/A
abrasion,1,1000483,N/A
socket,1,15960096,N/A
bled,1,620251,N/A
pelvic,1,1430981,N/A
sheriff,1,6292962,N/A
supposedly,1,2900944,C1
dreaming,1,3136420,N/A
spotlight,1,11097900,C2
outright,1,1870406,N/A
glitter,1,3004300,N/A
