word,series_frequency,english_frequency,filter_reason,vocabulary_level
okay,51,15466771,Easy word (easy_words.csv),N/A
sequence,23,46434404,Oxford 3000,C1
cousin,23,6460959,Oxford 3000,A2
dead,18,48412882,Oxford 3000,A2
sorry,16,35595812,Oxford 3000,A1
cut,13,74169573,Oxford 3000,A2
actually,11,69444655,Oxford 3000,A2
whole,10,85317360,Oxford 3000,A2
beautiful,9,58503804,Oxford 3000,A1
mind,7,84923564,Oxford 3000,B1
doing,6,81188350,"High English frequency (81,188,350 > 20,000,000)",N/A
maybe,6,51946944,Oxford 3000,A2
guy,6,82889911,Oxford 3000,A2
bring,5,74972410,Oxford 3000,A2
audience,5,29347685,Oxford 3000,B1
wait,5,41363575,Oxford 3000,A1
fine,5,75242969,Oxford 3000,A1
suck,5,30261732,"High English frequency (30,261,732 > 20,000,000)",C2
seem,5,92129504,Oxford 3000,N/A
wanted,5,63301836,"High English frequency (63,301,836 > 20,000,000)",N/A
producer,5,28972471,Oxford 3000,B2
boring,5,6696632,Oxford 3000,A1
entire,5,56327035,Oxford 3000,B2
imaginary,4,2365420,Oxford 3000,C1
playing,4,51019438,"High English frequency (51,019,438 > 20,000,000)",N/A
amazing,4,26630190,Oxford 3000,A2
saw,4,50570151,"High English frequency (50,570,151 > 20,000,000)",N/A
poster,4,76623133,"High English frequency (76,623,133 > 20,000,000)",A2
ghost,4,17436367,Oxford 3000,B1
nice,4,69395609,Oxford 3000,A1
heard,4,45436523,"High English frequency (45,436,523 > 20,000,000)",N/A
studio,4,50913495,Oxford 3000,B1
hate,4,23308836,Oxford 3000,A2
worst,4,16975343,Oxford 3000,A2
knew,4,31636418,"High English frequency (31,636,418 > 20,000,000)",N/A
idea,4,65459222,Oxford 3000,A2
honestly,4,4459891,Easy word (easy_words.csv),B1
hear,4,49163786,"High English frequency (49,163,786 > 20,000,000)",A1
everybody,4,14705200,Oxford 3000,A2
excited,3,9611150,Oxford 3000,A1
whatever,3,31901912,Oxford 3000,B1
perfect,3,60242920,Oxford 3000,A2
kidding,3,2613375,Easy word (easy_words.csv),N/A
die,3,54277728,Oxford 3000,A1
forget,3,25685480,Oxford 3000,A2
ending,3,44442745,"High English frequency (44,442,745 > 20,000,000)",B1
happened,3,24951096,"High English frequency (24,951,096 > 20,000,000)",N/A
coming,3,70099649,"High English frequency (70,099,649 > 20,000,000)",N/A
concept,3,54521701,Oxford 3000,B2
son,3,71254769,Oxford 3000,A1
told,3,57248600,"High English frequency (57,248,600 > 20,000,000)",N/A
decided,3,33030803,"High English frequency (33,030,803 > 20,000,000)",N/A
saying,3,38415068,Easy word (easy_words.csv),C2
moment,3,47882449,Oxford 3000,A2
warning,3,66975777,Oxford 3000,B1
remember,3,84324100,Oxford 3000,A1
brain,3,37025785,Oxford 3000,A2
script,3,49886342,Oxford 3000,B2
cutting,3,20740089,"High English frequency (20,740,089 > 20,000,000)",N/A
break,3,67285982,Oxford 3000,A2
honor,3,24511949,"High English frequency (24,511,949 > 20,000,000)",N/A
wrong,3,49934294,Oxford 3000,A1
suggest,3,51528961,Oxford 3000,B1
stupid,3,14144754,Oxford 3000,B1
respect,3,52180416,Oxford 3000,B1
rough,3,11606368,Oxford 3000,B1
classic,3,76090639,Oxford 3000,B2
mad,3,16741838,Oxford 3000,A2
watching,2,21543474,"High English frequency (21,543,474 > 20,000,000)",N/A
finished,2,25994841,"High English frequency (25,994,841 > 20,000,000)",N/A
happen,2,47239250,Oxford 3000,A2
win,2,79848750,Oxford 3000,A2
realize,2,14098493,Oxford 3000,B1
plot,2,24149993,Oxford 3000,B2
lady,2,58395651,Oxford 3000,B1
happy,2,63486618,Oxford 3000,A1
screen,2,87983541,Oxford 3000,A2
mother,2,66782465,Oxford 3000,A1
pretty,2,51699969,Oxford 3000,A2
kill,2,31335290,Oxford 3000,A2
finally,2,48999091,Oxford 3000,A2
definitely,2,15922257,Oxford 3000,B1
fight,2,34268222,Oxford 3000,B1
cause,2,65904680,Oxford 3000,B2
destroy,2,11139019,Oxford 3000,B1
pop,2,57137816,Oxford 3000,A2
giving,2,43506778,"High English frequency (43,506,778 > 20,000,000)",N/A
getting,2,93506861,"High English frequency (93,506,861 > 20,000,000)",N/A
obviously,2,15702193,Oxford 3000,B1
sometime,2,52184367,Oxford 3000,N/A
stuff,2,82013389,Oxford 3000,B1
exactly,2,31759653,Oxford 3000,A2
upstair,2,2573007,Oxford 3000,N/A
anyway,2,26880093,"High English frequency (26,880,093 > 20,000,000)",A2
sec,2,43706717,"High English frequency (43,706,717 > 20,000,000)",N/A
talent,2,16625676,Oxford 3000,B1
talking,2,36617848,"High English frequency (36,617,848 > 20,000,000)",N/A
sleep,2,34887707,Oxford 3000,A1
proud,2,17167504,Oxford 3000,B1
nothing,2,73363579,Oxford 3000,A2
favorite,2,92246870,"High English frequency (92,246,870 > 20,000,000)",N/A
actor,2,28432814,Oxford 3000,A2
anything,2,75999346,Oxford 3000,A1
piece,2,70299352,Oxford 3000,A2
genius,2,7191629,Easy word (easy_words.csv),C1
gave,2,36576222,"High English frequency (36,576,222 > 20,000,000)",N/A
mine,2,34337711,Oxford 3000,A2
ready,2,62997942,"High English frequency (62,997,942 > 20,000,000)",A1
moving,2,51765877,"High English frequency (51,765,877 > 20,000,000)",B2
died,2,35803272,"High English frequency (35,803,272 > 20,000,000)",N/A
boss,2,16262055,Oxford 3000,A2
insane,2,4121922,Easy word (easy_words.csv),C1
morning,2,55268727,Oxford 3000,A1
actual,2,42763182,Oxford 3000,B2
helpful,2,46208737,Oxford 3000,B1
moral,2,15047040,Oxford 3000,B2
ten,2,50614853,Oxford 3000,A1
character,2,90807158,Oxford 3000,B1
appreciate,2,14762756,Oxford 3000,B2
brother,2,56375413,Oxford 3000,A1
intense,2,8202396,Oxford 3000,C1
totally,2,24276857,Oxford 3000,B1
weak,2,13363258,Oxford 3000,B1
ball,2,57083746,Oxford 3000,A1
theater,2,39928561,"High English frequency (39,928,561 > 20,000,000)",N/A
murder,2,17118348,Oxford 3000,B1
stay,2,86241601,Oxford 3000,A1
fantastic,2,17371421,Oxford 3000,A2
tiny,2,17384186,Oxford 3000,B1
accept,2,49819069,Oxford 3000,B1
seeing,1,26322092,"High English frequency (26,322,092 > 20,000,000)",N/A
billion,1,35058259,Oxford 3000,B2
dollar,1,75411886,Oxford 3000,A1
roll,1,39810763,Oxford 3000,B1
mood,1,13305891,Oxford 3000,B1
hip,1,29387978,"High English frequency (29,387,978 > 20,000,000)",B2
anywhere,1,23947583,Oxford 3000,A2
pull,1,22908540,Oxford 3000,A2
bullet,1,10486892,Oxford 3000,B2
across,1,76597151,Oxford 3000,A2
sum,1,23695169,Oxford 3000,B1
spot,1,36860591,Oxford 3000,B1
fortune,1,12387313,Oxford 3000,B2
lost,1,74772026,Oxford 3000,A2
incredible,1,12399463,Oxford 3000,B1
seen,1,78381896,"High English frequency (78,381,896 > 20,000,000)",N/A
sit,1,24359793,Oxford 3000,A1
tag,1,70164517,"High English frequency (70,164,517 > 20,000,000)",N/A
superhero,1,1383752,Easy word (easy_words.csv),N/A
monster,1,22671463,Easy word (easy_words.csv),B1
impossible,1,15564765,Oxford 3000,B1
mouth,1,24325805,Oxford 3000,A1
valid,1,57094711,"High English frequency (57,094,711 > 20,000,000)",B2
terrible,1,8653557,Oxford 3000,A2
visual,1,51525778,Oxford 3000,B2
dream,1,52657185,Oxford 3000,A2
agree,1,54812386,Oxford 3000,A2
clear,1,90182619,Oxford 3000,A2
handle,1,40142611,Oxford 3000,B1
leave,1,70957750,Oxford 3000,A1
lucky,1,14053901,Oxford 3000,A2
pleasure,1,19379792,Oxford 3000,B1
showing,1,48048028,"High English frequency (48,048,028 > 20,000,000)",N/A
awesome,1,15350104,Vocabulary level below C (A2),A2
quick,1,85624282,Oxford 3000,A1
went,1,68130142,"High English frequency (68,130,142 > 20,000,000)",N/A
known,1,86436041,"High English frequency (86,436,041 > 20,000,000)",B2
friendly,1,64695290,Oxford 3000,A2
worth,1,48099042,Oxford 3000,N/A
understand,1,65846056,Oxford 3000,A1
leader,1,74333999,Oxford 3000,B1
