word,series_frequency,english_frequency,vocabulary_level
exploded,1,1678214,N/A
fam,1,2490014,N/A
effin,1,74525,N/A
pumped,1,1780464,N/A
obsessed,1,1895576,N/A
moister,1,29528,N/A
oyster,1,3635214,N/A
gut,1,4597183,N/A
chopstick,1,414382,N/A
shrimp,1,4587842,N/A
cooky,1,17586398,N/A
funnier,1,446842,N/A
loved,1,19719299,N/A
unreal,1,3234687,C1
postscript,1,4631272,N/A
deadpool,1,82926,N/A
staring,1,2611893,N/A
tweaking,1,987952,N/A
interminable,1,173614,N/A
legendary,1,5158604,C1
willy,1,2688659,N/A
nilly,1,127795,N/A
drill,1,11117093,N/A
famously,1,563800,N/A
nicest,1,766525,N/A
humble,1,3729051,C2
vindictive,1,200175,N/A
brutal,1,5675803,C1
likewise,1,5568135,C2
adored,1,529243,N/A
opted,1,1708067,N/A
delivering,1,8042490,N/A
prudent,1,1844703,N/A
risking,1,613699,N/A
snory,1,0,N/A
nailed,1,1129590,N/A
grown,1,13931521,N/A
expendable,1,401494,N/A
sleeping,1,11840656,N/A
texting,1,229377,N/A
validating,1,1031766,N/A
mentor,1,7564733,N/A
expecting,1,4908583,N/A
executif,1,8215657,N/A
cinephile,1,51369,N/A
locker,1,5083096,N/A
redoing,1,121818,N/A
bungalow,1,2709481,N/A
allium,1,262962,N/A
remembered,1,7259499,N/A
ronnie,1,2399954,N/A
deepest,1,1939355,N/A
startlingly,1,121816,N/A
cinematic,1,1326902,N/A
tuxedos,1,551602,N/A
gentlemen,1,3837865,N/A
drilled,1,1954737,N/A
sens,1,4305427,N/A
schmuck,1,223628,N/A
ovary,1,1563792,N/A
scenario,1,9972760,C2
imperceivable,1,0,N/A
sly,1,1235755,N/A
demolition,1,3017472,N/A
allegory,1,515765,N/A
masculinity,1,590904,N/A
modernism,1,851192,N/A
taco,1,1886915,N/A
delusion,1,1293049,N/A
futuristic,1,1317455,N/A
cop,1,9737327,N/A
inbox,1,5954338,N/A
irl,1,1204000,N/A
backstory,1,243357,N/A
burdening,1,91744,N/A
catharsis,1,192500,N/A
nup,1,76808,N/A
jay,1,19237910,N/A
roach,1,3221994,N/A
breakup,1,971891,N/A
stricken,1,1161119,N/A
morality,1,3373047,N/A
waf,1,11140230,N/A
caught,1,17749748,N/A
invited,1,14757576,N/A
sitting,1,18868156,N/A
pitching,1,2575364,N/A
fired,1,8031937,N/A
dare,1,7060157,N/A
dying,1,9123557,N/A
crushing,1,1391123,N/A
slapping,1,491918,N/A
guffawing,1,0,N/A
chuckling,1,168102,N/A
titty,1,2399642,N/A
pieced,1,253496,N/A
happening,1,13986796,N/A
uplifted,1,518223,N/A
untimely,1,554611,N/A
passing,1,15522371,N/A
ode,1,1955786,N/A
stopping,1,6325995,N/A
hitting,1,6061673,N/A
stylistically,1,132175,N/A
meant,1,17832930,N/A
taught,1,16082512,N/A
smallest,1,5075157,N/A
psycho,1,2345581,N/A
touched,1,5080398,N/A
derail,1,423433,N/A
incapable,1,1541556,N/A
shaggy,1,813846,N/A
crush,1,3904494,C2
piping,1,2612878,N/A
masterpiece,1,3977295,C2
exhibitor,1,5381130,N/A
alien,1,15123516,N/A
parenthood,1,1597338,N/A
triggering,1,1200514,N/A
kissing,1,7939523,N/A
offense,1,8248745,N/A
pimping,1,165964,N/A
hoe,1,2448873,N/A
slamming,1,657644,N/A
vibe,1,3352451,N/A
revving,1,145329,N/A
pun,1,1646985,N/A
dope,1,1527288,N/A
clutter,1,3672638,N/A
hyped,1,648758,N/A
mesmerizing,1,307051,N/A
flickering,1,494623,N/A
cinematography,1,863361,N/A
deadass,1,0,N/A
lit,1,7096253,N/A
grit,1,1726956,N/A
skyline,1,2784415,N/A
viable,1,4802961,C2
thoughtlet,1,0,N/A
pertain,1,1810306,N/A
seared,1,355754,N/A
fooling,1,475098,N/A
ruining,1,568101,N/A
indulgent,1,449886,N/A
lame,1,3039367,N/A
ruthlessly,1,212534,N/A
mocked,1,370189,N/A
epically,1,0,N/A
devastated,1,1150759,C1
throwing,1,5200541,N/A
