word,series_frequency,english_frequency,filter_reason,vocabulary_level
lord,34,52474647,Oxford 3000,N/A
father,24,54388623,Oxford 3000,A1
brother,18,56375413,Oxford 3000,A1
son,13,71254769,Oxford 3000,A1
daughter,11,33796898,Oxford 3000,A1
truth,11,37860395,Oxford 3000,B2
dead,10,48412882,Oxford 3000,A2
wall,9,74268226,Oxford 3000,A1
kill,8,31335290,Oxford 3000,A2
heard,8,45436523,"High English frequency (45,436,523 > 20,000,000)",N/A
wine,7,67431307,Oxford 3000,A1
killed,7,23240536,"High English frequency (23,240,536 > 20,000,000)",N/A
trust,7,61432231,Oxford 3000,B1
throne,6,4208809,Easy word (easy_words.csv),C2
ride,6,32614205,Oxford 3000,A1
fool,6,10735163,Easy word (easy_words.csv),B1
peace,6,47872263,Oxford 3000,B1
sister,5,35155790,Oxford 3000,A1
army,5,46902606,Oxford 3000,C2
serve,5,36697856,Oxford 3000,A2
blood,5,61544877,Oxford 3000,A2
summer,5,70182891,Oxford 3000,A1
winter,5,53743632,Oxford 3000,A1
fight,5,34268222,Oxford 3000,B1
dark,5,50740032,Oxford 3000,A1
terror,5,12378676,Vocabulary level below C (B2),B2
liar,5,3027600,Vocabulary level below C (B2),B2
queen,4,39224762,Oxford 3000,A2
honor,4,24511949,"High English frequency (24,511,949 > 20,000,000)",N/A
mine,4,34337711,Oxford 3000,A2
snow,4,35709742,Oxford 3000,A1
die,4,54277728,Oxford 3000,A1
mother,4,66782465,Oxford 3000,A1
sword,4,11815118,Vocabulary level below C (B2),B2
beyond,4,47315243,Oxford 3000,B2
cup,4,53967499,Oxford 3000,A1
shut,4,12663576,Oxford 3000,A2
enemy,4,20766378,Oxford 3000,B1
listen,4,44504101,Oxford 3000,A1
beneath,4,7362453,Vocabulary level below C (B2),B2
sigh,4,3737468,Easy word (easy_words.csv),B2
dream,4,52657185,Oxford 3000,A2
anything,4,75999346,Oxford 3000,A1
alone,3,39326417,Oxford 3000,A2
crowd,3,13848480,Oxford 3000,A2
bring,3,74972410,Oxford 3000,A2
marry,3,4986925,Oxford 3000,B1
victory,3,18072704,Oxford 3000,B2
tomorrow,3,21262762,Oxford 3000,A1
tonight,3,20720362,Oxford 3000,A1
understand,3,65846056,Oxford 3000,A1
celebrate,3,11805085,Oxford 3000,B1
drink,3,40392266,Oxford 3000,A1
hear,3,49163786,"High English frequency (49,163,786 > 20,000,000)",A1
lady,3,58395651,Oxford 3000,B1
laugh,3,12662275,Oxford 3000,A2
glad,3,14607042,Oxford 3000,A2
raven,3,6317523,Easy word (easy_words.csv),N/A
bird,3,49130879,Oxford 3000,A1
seven,3,44648436,Oxford 3000,A1
believe,3,75918053,Oxford 3000,A2
yourself,3,53653034,Oxford 3000,A2
nothing,3,73363579,Oxford 3000,A2
battle,3,36341684,Oxford 3000,B1
uncle,3,8649726,Oxford 3000,A2
northern,3,53902706,Oxford 3000,B1
wind,3,55603262,Oxford 3000,A1
talking,3,36617848,"High English frequency (36,617,848 > 20,000,000)",N/A
nor,3,39796521,Oxford 3000,B2
heavy,3,37779023,Oxford 3000,A2
learned,3,23121323,"High English frequency (23,121,323 > 20,000,000)",N/A
speak,3,39174652,Oxford 3000,A1
born,3,52510893,Oxford 3000,N/A
six,3,71543101,Oxford 3000,A1
himself,3,39757666,Oxford 3000,A2
path,3,54711903,Oxford 3000,A2
roof,3,16362969,Oxford 3000,A2
lay,3,17973216,Oxford 3000,N/A
smell,3,8940822,Oxford 3000,B1
birth,3,40153101,Oxford 3000,B1
coin,3,26545061,Oxford 3000,B1
gasp,2,1267829,Easy word (easy_words.csv),C2
dear,2,20825714,Oxford 3000,A1
wonder,2,27355961,Oxford 3000,B1
whose,2,43634263,Oxford 3000,B1
cannot,2,88737,Oxford 3000,A1
banner,2,25576761,"High English frequency (25,576,761 > 20,000,000)",N/A
defeat,2,7838694,Oxford 3000,B1
league,2,45254625,Oxford 3000,B1
whatever,2,31901912,Oxford 3000,B1
theme,2,57194325,Oxford 3000,B2
playing,2,51019438,"High English frequency (51,019,438 > 20,000,000)",N/A
corrected,2,6122004,Easy word (easy_words.csv),N/A
sorry,2,35595812,Oxford 3000,A1
apology,2,4474412,Vocabulary level below C (B1),B1
drunk,2,10840975,Oxford 3000,B2
luck,2,16773261,Easy word (easy_words.csv),A2
nowhere,2,5582367,Oxford 3000,B1
beautiful,2,58503804,Oxford 3000,A1
especially,2,59336380,Oxford 3000,A2
lost,2,74772026,Oxford 3000,A2
loyal,2,4498834,Easy word (easy_words.csv),B2
met,2,45111009,"High English frequency (45,111,009 > 20,000,000)",N/A
longer,2,54063969,"High English frequency (54,063,969 > 20,000,000)",N/A
owe,2,4425354,Oxford 3000,B1
belong,2,16045395,Oxford 3000,B2
capital,2,70933885,Oxford 3000,A2
carry,2,39978069,Oxford 3000,A1
vary,2,27030464,Oxford 3000,B2
named,2,34099544,"High English frequency (34,099,544 > 20,000,000)",N/A
brought,2,39794764,"High English frequency (39,794,764 > 20,000,000)",N/A
hate,2,23308836,Oxford 3000,A2
advise,2,8325087,Oxford 3000,B1
stand,2,65383320,Oxford 3000,A2
afraid,2,10858793,Oxford 3000,A2
seeing,2,26322092,"High English frequency (26,322,092 > 20,000,000)",N/A
sleep,2,34887707,Oxford 3000,A1
generally,2,40435813,Oxford 3000,B1
sent,2,68953120,"High English frequency (68,953,120 > 20,000,000)",N/A
took,2,66297175,"High English frequency (66,297,175 > 20,000,000)",N/A
breathing,2,6778253,Oxford 3000,N/A
pain,2,44900758,Oxford 3000,A2
meat,2,19820582,Oxford 3000,A1
scream,2,5596631,Oxford 3000,B1
weak,2,13363258,Oxford 3000,B1
wanted,2,63301836,"High English frequency (63,301,836 > 20,000,000)",N/A
hundred,2,39367996,Oxford 3000,A2
gone,2,34511028,"High English frequency (34,511,028 > 20,000,000)",N/A
poor,2,48168685,Oxford 3000,A1
somewhere,2,14335599,Oxford 3000,A2
castle,2,20908984,Oxford 3000,A2
steel,2,50194670,Oxford 3000,B2
cold,2,42009560,Oxford 3000,A1
root,2,54444538,Oxford 3000,B2
slave,2,10692715,Oxford 3000,B2
darkness,2,9058089,Easy word (easy_words.csv),B2
cast,2,35040714,Oxford 3000,B2
fear,2,34286384,Oxford 3000,B1
bone,2,25298813,Oxford 3000,B1
woman,2,71398090,Oxford 3000,A1
declare,2,8004478,Oxford 3000,B1
lie,2,29713856,Oxford 3000,A2
loyalty,2,5105192,Vocabulary level below C (B2),B2
corner,2,42507235,Oxford 3000,A2
beg,2,3327817,Oxford 3000,B2
thief,2,5188743,Oxford 3000,B1
leave,2,70957750,Oxford 3000,A1
camp,2,46967057,Oxford 3000,A2
neither,2,22640226,Oxford 3000,B2
gossip,2,5926892,Vocabulary level below C (B2),B2
cousin,2,6460959,Oxford 3000,A2
suffer,2,11091354,Oxford 3000,B2
locate,2,14444758,Oxford 3000,B2
awkward,2,2013836,Vocabulary level below C (B2),B2
situation,2,59151157,Oxford 3000,B1
affection,2,2914109,Vocabulary level below C (B2),B2
returned,2,34138333,"High English frequency (34,138,333 > 20,000,000)",N/A
beside,2,17789660,Vocabulary level below C (A2),A2
proper,2,28099582,Oxford 3000,B1
rebel,2,9931687,Vocabulary level below C (B2),B2
danger,2,17519933,Oxford 3000,A2
belief,2,33519887,Oxford 3000,B2
asking,2,19887691,Easy word (easy_words.csv),N/A
serving,1,32312647,"High English frequency (32,312,647 > 20,000,000)",N/A
thousand,1,56265477,Oxford 3000,A2
hunt,1,15062955,Oxford 3000,B1
came,1,73311488,"High English frequency (73,311,488 > 20,000,000)",N/A
requested,1,24572908,"High English frequency (24,572,908 > 20,000,000)",N/A
groom,1,3122494,Vocabulary level below C (B1),B1
hunting,1,19855263,Oxford 3000,B2
late,1,65998289,Oxford 3000,A1
older,1,44256753,"High English frequency (44,256,753 > 20,000,000)",N/A
swear,1,3406203,Oxford 3000,B2
chain,1,45851350,Oxford 3000,A2
alive,1,16064787,Easy word (easy_words.csv),B1
heel,1,10376464,Oxford 3000,B1
obey,1,3062525,Oxford 3000,B2
egg,1,23652042,Oxford 3000,A1
honored,1,4559668,Easy word (easy_words.csv),N/A
fill,1,37778413,Oxford 3000,A2
stupid,1,14144754,Oxford 3000,B1
laughing,1,5900004,Easy word (easy_words.csv),N/A
clever,1,4865097,Oxford 3000,A1
deserve,1,6619274,Oxford 3000,B1
nephew,1,2513731,Vocabulary level below C (B1),B1
looked,1,31988351,"High English frequency (31,988,351 > 20,000,000)",N/A
fine,1,75242969,Oxford 3000,A1
imagine,1,17657324,Oxford 3000,B1
boring,1,6696632,Oxford 3000,A1
excitement,1,5289856,Oxford 3000,B1
surely,1,8574112,Oxford 3000,B2
recently,1,61635402,Oxford 3000,B1
enjoy,1,54157761,Oxford 3000,A1
morning,1,55268727,Oxford 3000,A1
considered,1,57378298,"High English frequency (57,378,298 > 20,000,000)",N/A
wheat,1,8758077,Easy word (easy_words.csv),B2
refugee,1,10546872,Vocabulary level below C (B2),B2
coming,1,70099649,"High English frequency (70,099,649 > 20,000,000)",N/A
worse,1,15677739,Easy word (easy_words.csv),A2
generosity,1,1713113,Vocabulary level below C (B2),B2
gate,1,28235760,Oxford 3000,A2
tune,1,17338237,Oxford 3000,A2
agree,1,54812386,Oxford 3000,A2
forgive,1,3379266,Oxford 3000,B1
interruption,1,2961796,Vocabulary level below C (B2),B2
remarkable,1,7066180,Vocabulary level below C (B2),B2
journey,1,21987224,Oxford 3000,A2
edge,1,49695533,Oxford 3000,B1
sky,1,31146379,Oxford 3000,A2
tribe,1,14743472,Vocabulary level below C (B2),B2
