word,series_frequency,english_frequency,filter_reason,vocabulary_level
luck,14,16773261,Easy word (easy_words.csv),A2
lady,13,58395651,Oxford 3000,B1
wife,11,47510357,Oxford 3000,A1
okay,8,15466771,Easy word (easy_words.csv),N/A
tonight,7,20720362,Oxford 3000,A1
sorry,6,35595812,Oxford 3000,A1
matter,5,96529766,Easy word (easy_words.csv),A2
daughter,5,33796898,Oxford 3000,A1
saw,5,50570151,"High English frequency (50,570,151 > 20,000,000)",A2
everything,5,91495139,Oxford 3000,A2
guy,5,82889911,Oxford 3000,A2
cold,4,42009560,Oxford 3000,A1
bomb,4,14027919,Easy word (easy_words.csv),B1
came,4,73311488,"High English frequency (73,311,488 > 20,000,000)",A2
ever,4,100646034,Oxford 3000,A2
fan,3,76335616,Oxford 3000,A2
enterprise,3,56414984,"High English frequency (56,414,984 > 20,000,000)",C1
venture,3,20786478,"High English frequency (20,786,478 > 20,000,000)",C2
folk,3,29157024,Easy word (easy_words.csv),B1
weapon,3,31661829,Oxford 3000,B2
monster,3,22671463,Easy word (easy_words.csv),B1
empty,3,26459037,Oxford 3000,A2
across,3,76597151,Oxford 3000,A2
called,3,106978150,"High English frequency (106,978,150 > 20,000,000)",A2
shoot,3,15221977,Easy word (easy_words.csv),B1
round,3,67565012,Oxford 3000,A2
charge,3,93253122,Oxford 3000,B1
stop,3,86868060,Oxford 3000,A1
las,3,50701997,"High English frequency (50,701,997 > 20,000,000)",C1
kill,3,31335290,Oxford 3000,A2
heart,3,103511284,Oxford 3000,A2
drink,3,40392266,Oxford 3000,A1
begin,3,68194770,Oxford 3000,A1
die,3,54277728,Oxford 3000,A1
moment,3,47882449,Oxford 3000,A2
sister,3,35155790,Oxford 3000,A1
told,3,57248600,"High English frequency (57,248,600 > 20,000,000)",A2
touch,3,39762539,Oxford 3000,B1
naked,3,43153993,"High English frequency (43,153,993 > 20,000,000)",B2
believe,3,75918053,Oxford 3000,A2
cat,3,62574939,Oxford 3000,A1
actually,3,69444655,Oxford 3000,A2
father,3,54388623,Oxford 3000,A1
nuclear,2,33689967,Oxford 3000,B2
everyone,2,64547036,Oxford 3000,A2
spy,2,25825788,"High English frequency (25,825,788 > 20,000,000)",B1
trying,2,57462639,"High English frequency (57,462,639 > 20,000,000)",B2
whole,2,85317360,Oxford 3000,A2
apologize,2,2591938,Oxford 3000,N/A
corporate,2,85200397,Oxford 3000,C1
situation,2,59151157,Oxford 3000,B1
bag,2,70582480,Oxford 3000,A1
shut,2,12663576,Oxford 3000,A2
maybe,2,51946944,Oxford 3000,A2
nothing,2,73363579,Oxford 3000,A2
admit,2,11680592,Oxford 3000,B1
whatever,2,31901912,Oxford 3000,B1
bet,2,19562562,Oxford 3000,C1
guess,2,29330172,Oxford 3000,A2
odd,2,25154531,Oxford 3000,B2
win,2,79848750,Oxford 3000,A2
gate,2,28235760,Oxford 3000,A2
suddenly,2,11523262,Oxford 3000,B1
meet,2,111036271,Oxford 3000,A1
alright,2,3632981,Vocabulary level below C (A1),A1
exchange,2,86303087,Oxford 3000,B1
remain,2,56191642,Oxford 3000,B2
sure,2,110687855,Oxford 3000,A2
nice,2,69395609,Oxford 3000,A1
leave,2,70957750,Oxford 3000,A1
polite,2,2215950,Oxford 3000,A2
behind,2,53892722,Oxford 3000,A1
forget,2,25685480,Oxford 3000,A2
known,2,86436041,"High English frequency (86,436,041 > 20,000,000)",B2
kiss,2,17375996,Oxford 3000,A2
farm,2,57843397,Oxford 3000,A1
town,2,103816479,Oxford 3000,A1
pretty,2,51699969,Oxford 3000,A2
dead,2,48412882,Oxford 3000,A2
listen,2,44504101,Oxford 3000,A1
yourself,2,53653034,Oxford 3000,A2
doing,2,81188350,"High English frequency (81,188,350 > 20,000,000)",A2
someone,2,76553113,Oxford 3000,A2
sir,2,20704773,Oxford 3000,B1
gun,2,35217715,Oxford 3000,B1
rest,2,55957144,Oxford 3000,A2
though,2,91929439,Easy word (easy_words.csv),B1
ten,2,50614853,Oxford 3000,A1
doubt,2,23256721,Oxford 3000,B1
piece,2,70299352,Oxford 3000,A2
snow,2,35709742,Oxford 3000,A1
coming,2,70099649,"High English frequency (70,099,649 > 20,000,000)",A2
curious,2,8460088,Easy word (easy_words.csv),B1
meant,2,17832930,Vocabulary level below C (A2),A2
unknown,2,48875146,Oxford 3000,B1
exactly,2,31759653,Oxford 3000,A2
proposal,2,47678318,Oxford 3000,B2
whom,2,28678568,Oxford 3000,B2
ago,2,98839705,Oxford 3000,A2
nut,2,15509690,Oxford 3000,B2
done,2,102841314,"High English frequency (102,841,314 > 20,000,000)",A2
quite,2,58809324,Oxford 3000,A2
safety,2,111147686,Oxford 3000,B2
safe,2,64247128,Oxford 3000,A1
bargain,2,30316202,"High English frequency (30,316,202 > 20,000,000)",B2
hurt,2,15892533,Oxford 3000,A2
